FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr
Project funding,581100,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,184854,Agora,Agora,Agora
Careers,1593482,Eccellenza,Eccellenza,Eccellenza
Project funding,590800,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,638224,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,504100,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,742250,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,599750,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,24200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,20200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,560400,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1138512,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,54625,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,10400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9900,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,18000,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,13364,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,19965,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,624997,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,29200,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,519850,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,530100,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,199938,Agora,Agora,Agora
Science communication,199990,Agora,Agora,Agora
Programmes,3177610,Sinergia,Sinergia,Sinergia
Programmes,313770,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,230867,ERA-NET,ERA-NET,ERA-NET
Project funding,502020,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,653537,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,422019,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,1841583,Eccellenza,Eccellenza,Eccellenza
Careers,1791254,Eccellenza,Eccellenza,Eccellenza
Project funding,831514,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,462311,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,400110,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,11250,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,18700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,9100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5300,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,16800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,875858,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,825152,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,892961,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1217856,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,659528,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,650804,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,672190,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,408445,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,599285,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,552320,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,354720,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,922114,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,934028,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,425597,FLARE,FLARE,FLARE
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,1114799,FLARE,FLARE,FLARE
Careers,1667329,Eccellenza,Eccellenza,Eccellenza
Careers,1890400,Eccellenza,Eccellenza,Eccellenza
Project funding,630285,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,232964,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Project funding,820696,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1802539,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,2893798,Sinergia,Sinergia,Sinergia
Programmes,2790499,Sinergia,Sinergia,Sinergia
Programmes,2251622,Sinergia,Sinergia,Sinergia
Programmes,3156092,Sinergia,Sinergia,Sinergia
Project funding,534564,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,375964,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,265142,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,850828,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,328918,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,778532,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,9500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Infrastructure,299024,R'EQUIP,R'EQUIP,R'EQUIP
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Careers,1514595,PRIMA,PRIMA,PRIMA
Careers,1422868,PRIMA,PRIMA,PRIMA
Careers,1107153,PRIMA,PRIMA,PRIMA
Careers,1429452,PRIMA,PRIMA,PRIMA
Project funding,604928,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,50000,Agora,Agora,Agora
Science communication,49000,Agora,Agora,Agora
Science communication,49996,Agora,Agora,Agora
Project funding,1364471,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,117500,R'EQUIP,R'EQUIP,R'EQUIP
Careers,1467868,PRIMA,PRIMA,PRIMA
Programmes,187552,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Careers,1410454,PRIMA,PRIMA,PRIMA
Project funding,316990,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,820000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,129995,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Programmes,2371250,Sinergia,Sinergia,Sinergia
Programmes,129892,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Programmes,249998,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Careers,531544,Ambizione,Ambizione,Ambizione
Careers,893249,Ambizione,Ambizione,Ambizione
Careers,514104,Ambizione,Ambizione,Ambizione
Project funding,96976,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,1500000,Bridge - Discovery,Bridge - Discovery,Bridge - Discovery
Programmes,1600000,Bridge - Discovery,Bridge - Discovery,Bridge - Discovery
Programmes,1500000,Bridge - Discovery,Bridge - Discovery,Bridge - Discovery
Programmes,195673,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,349843,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Programmes,349264,Bilateral programmes,Bilaterale Programme,Programmes bilatéraux
Science communication,1152,Open Access Article,Open Access Artikel,Open Access Article
Science communication,790,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1623,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5257,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2243,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1830,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5311,Open Access Article,Open Access Artikel,Open Access Article
Science communication,5256,Open Access Article,Open Access Artikel,Open Access Article
Science communication,4982,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2001,Open Access Article,Open Access Artikel,Open Access Article
Science communication,3229,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2308,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2347,Open Access Article,Open Access Artikel,Open Access Article
Science communication,440,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2500,Open Access Article,Open Access Artikel,Open Access Article
Careers,116600,Fellowships,Stipendien,Bourses 
Careers,121200,Fellowships,Stipendien,Bourses 
Careers,100600,Fellowships,Stipendien,Bourses 
Careers,96400,Fellowships,Stipendien,Bourses 
Careers,96000,Fellowships,Stipendien,Bourses 
Careers,114600,Fellowships,Stipendien,Bourses 
Careers,116000,Fellowships,Stipendien,Bourses 
Careers,88500,Fellowships,Stipendien,Bourses 
Careers,151500,Fellowships,Stipendien,Bourses 
Careers,80500,Fellowships,Stipendien,Bourses 
Science communication,2943,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1110,Open Access Article,Open Access Artikel,Open Access Article
Science communication,1331,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2154,Open Access Article,Open Access Artikel,Open Access Article
Science communication,2213,Open Access Article,Open Access Artikel,Open Access Article
